index	code	enabled	rarity	lvl	lvl req	type	category	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	(S)StrName	chrtransform	invtransform	carry1	nolimit	cost mult	cost add	flippyfile	invfile	dropsound	dropsfxframe	usesound	(S)legacy	(S)updateitem	version	ladder	*eol
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 1y	ZZ - Phalanx	oskill	634	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 1z	ZZ - Static Ward	oskill	906	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 2	ZZ - Arrow Swarm	oskill	903	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 3	ZZ - Jitans Gate	oskill	829	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 4	ZZ - Unholy Armor	oskill	29	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 5	ZZ - Lapidate	oskill	901	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 6	ZZ - Ice Lance	oskill	104	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 7	ZZ - Tantrum	oskill	890	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9	ZZ - Tremor	oskill	612	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9a	ZZ - Summon Bane Monster	oskill	793	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9b	ZZ - Summon Avalanche	oskill	871	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9c	ZZ - Blade Barrier	oskill	746	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9d	ZZ - Blood Flash	oskill	777	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9e	ZZ - Blood Fury	oskill	839	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9f	ZZ - Mana Coil	oskill	706	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9g	ZZ - Thorn Field	oskill	888	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9h	ZZ - Pyroclastic Flow	oskill	766	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9i	ZZ - Rune of Mana	oskill	873	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9j	ZZ - Rock Shock	oskill	28	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9k	ZZ - Lightning Shield	oskill	669	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9l	ZZ - Lightning Wall	oskill	999	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9m	ZZ - Shadow Avatar	oskill	828	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9n	ZZ - Shadow Blade	oskill	695	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9o	ZZ - Other Banish	oskill	563	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9q	ZZ - Cold Fear	oskill	997	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9r	ZZ - Other Avatar	oskill	562	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9s	ZZ - Cone of Cold	oskill	883	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9t	ZZ - Frozen Crown	oskill	703	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9u	ZZ - OHMAN	oskill	24	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9v	ZZ - Nova Bomb	oskill	75	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9w	ZZ - Fear Bomb Totem	oskill	22	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9x	ZZ - Nightmare	oskill	697	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9y	ZZ - Feral Strike	oskill	887	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 9z	ZZ - Squall Wave	oskill	902	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 91	ZZ - Hawk Talons	oskill	1010	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 92	ZZ - Vortex	oskill	705	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 94	ZZ - Greater Charm	oskill	822	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 95	ZZ - Gorefest	oskill	891	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 96	ZZ - Hamstring	oskill	689	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 97	ZZ - Lightning Arena	oskill	236	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 98	ZZ - Glacial Nova	oskill	702	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 99	ZZ - Whirlpool	oskill	1012	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 991	ZZ - Hailstorm	oskill	63	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 992	ZZ - Summon Rats	oskill	959	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 993	ZZ - Gamma Field	oskill	67	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 994	ZZ - Frozen Soul	oskill	998	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 995	ZZ - Summon Glowing Fungus	oskill	872	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 996	ZZ - Wraith Arrow	oskill	969	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 997	ZZ - Summon Daystar	oskill	791	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 998	ZZ - Black Lotus Strike	oskill	19	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw 999	ZZ - Summon Darklings	oskill	1021	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw a	ZZ - Ball Lightning	oskill	826	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw b	ZZ - Flash Charm	oskill	823	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw c	ZZ - Bloodspeakers Mark	oskill	666	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw d	ZZ - Mana Tide Totem	oskill	57	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw e	ZZ - Flash	oskill	807	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw f	ZZ - Mark of the Wild	oskill	1013	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw g	ZZ - Body of the Savior	oskill	984	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw h	ZZ - Medusa	oskill	900	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw i	ZZ - Wyrd	oskill	802	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw j	ZZ - Soulshatter	oskill	18	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw k	ZZ - Iron Golem	oskill	90	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw l	ZZ - Call Henchman	oskill	894	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw m	ZZ - Fire Star	oskill	632	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw n	ZZ - Abyss Knight	oskill	403	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw o	ZZ - Slow	oskill	758	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw p	ZZ - Mon Spike Ripple	oskill	800	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw q	ZZ - Silver Streak	oskill	636	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw r	ZZ - Cataclysm	oskill	699	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw s	ZZ - Fire Fountain	oskill	111	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw t	ZZ - Shock Flower	oskill	840	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw u	ZZ - Champions of the Sun	oskill	668	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw v	ZZ - Firebolt Nova	oskill	142	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw w	ZZ - Cherub Strike	oskill	676	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw x	ZZ - Other Blast Wave	oskill	564	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw y	ZZ - Other Raven Heart	oskill	570	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - (R) Cotw z	ZZ - Golden Calf	oskill	652	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000									1	0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0a	ZZ - Pounce	oskill	1157	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0b	ZZ - Guardian Spirit	oskill	361	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0c	ZZ - Electrofield Sentry	oskill	338	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0d	ZZ - Pagan Rites	oskill	388	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0e	ZZ - Great Hunt	oskill	320	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0f	ZZ - Takedown	oskill	316	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0g	ZZ - ParasiteSkill	oskill	408	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0h	ZZ - Tainted Blood	oskill	441	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0j	ZZ - Buckshot	oskill	1136	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0k	ZZ - Doom	oskill	330	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0l	ZZ - Broadside	oskill	345	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0m	ZZ - Elvensong	oskill	397	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0n	ZZ - Demonrend	oskill	439	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0o	ZZ - Blood Thorns	oskill	434	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0p	ZZ - Egg Trap	oskill	378	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0q	ZZ - Night Hawks	oskill	402	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0r	ZZ - Seismic Field	oskill	340	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0s	ZZ - Mana Sweep	oskill	474	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0t	ZZ - Phalanx New	oskill	303	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0u	ZZ - Better Bloodstorm	oskill	313	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0v	ZZ - Stampede	oskill	372	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0w	ZZ - Forked Lightning Sor	oskill	461	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0x	ZZ - Dragon Shot	oskill	419	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
Cornerstone of the Roflworld	jew	1	1	117	100	ZZZ - Cotw 0y	ZZ - Magic Missiles	oskill	314	1	1	levelreq		10	10	item-nounsock		1	1																																									1	5	5000										0
